Json Question,Generator Question,Answer,Bleu Score
1783’te Rusya İmparatorluğu'nun egemenliğine giren Gözleve’nin adı ne oldu ?,1783’te Rusya İmparatorluğu'nun egemenliğine giren Gözleve’nin adı nedir?,Eupatoria,0.6548907866815301
"Müttefikler nerede Rus direnişini kırıp, Sivastopol’u kuşattılar ?","İzleyen 50 günde Müttefikler nerede Rus direnişini kırıp, Sivastopol’u kuşattılar?","Alma, Balıklava ve İnkirman’da",0.5169731539571706
Kim deniz üstülüğünü yitirdi ?,Deniz üstülüğünü yitiren kim Sivastopol limanı ağzında karaya oturtulmuştu?,Rus Karadeniz Filosu,0.04767707020457096
Neresi Rusların tek ikmal ve geri çekilme yolu üzerinde ciddi bir tehditti ?,Kim Rusların tek ikmal ve geri çekilme yolu üzerinde ciddi bir tehditti?,Dar yarımada kıstağı yakınındaki Gözleve,0.7425271143743541
Kırım Savaşı'nın son büyük çaplı askeri harekatı nedir ?,Kırım Savaşı'nın son büyük çaplı askeri harekatının adı nedir?,Kars Kuşatması,0.5873949094699213
Sivastopoldaki güçlerin üzerindeki baskıyı hafifletmek için İmparator II. Alexander ve General Muravyov önderliğindeki Rus birlikleri Anadolu'ya yönelmeye ne zaman karar verdiler ?,Kars Kuşatması ne zaman Sivastopoldaki güçlerin üzerindeki baskıyı hafifletmek için İmparator II. Alexander ve General Muravyov önderliğindeki Rus birlikleri Anadolu'ya yönelmeye karar verdiler?,Haziran 1855'te,0.7613329060846408
Kim Sivastopol'daki Osmanlı birlikleriyle Kars'taki Rus birliklerini değiştirirek kuşatmayı kaldırma fikrini belirtti ?,Saldırı haberinin duyulması üzerine kim Sivastopol'daki Osmanlı birlikleriyle Kars'taki Rus birliklerini değiştirirek kuşatmayı kaldırma fikrini belirtti?,Osmanlı Komutanı Ömer Paşa,0.5828233954152653
"Ömer Paşa 45,000 askeriyle birlikte ne zaman Sukumi'ye çekildi ?",Ömer Paşa ne zaman Sukumi'ye çekildi?,6 Eylül'de,0.19505632433269743
"6 Eylül'de Ömer Paşa 45,000 askeriyle birlikte Sukumi'ye çekildi ?","6 Eylül'de kimin 45,000 askeriyle birlikte Sukumi'ye çekildi?",Ömer Paşa,0.3201911827891037
Islahat Fermanı ne zaman hazırlanmıştır ?,Islahat Fermanı ne zaman hazırlanmıştır?,Kırım Harbi’nin son yıllarına doğru,0.5475182535069453
Paris Antlaşması kimler arasında imzalanmıştır ?,"Paris Antlaşması, hangi iki devlet arasında 30 Mart 1856 tarihinde imzalanmış bir barış antlaşmasıdır?","Rusya ile Kırım Savaşı'nı kazanan Osmanlı İmparatorluğu, Birleşik Krallık ve Fransa arasında",0.03377156414337853
Paris Antlaşması ne zaman imzalanmıştır ?,"Paris Antlaşması, hangi tarihte altı devlet arasında imzalanan bir barış antlaşmasıdır?",30 Mart 1856 tarihinde,0.03747776736677922
Hangi atlaşma bir barış antlaşması olarak görülse de gerçekte bir ateşkes anlaşmasıdır ?,Hangi antlaşma bir barış antlaşması olarak görülse de gerçekte bir ateşkes anlaşmasıdır?,Paris Antlaşması,0.6709489882833027
Paris Antlaşması nereyi tarafsız hale getirmiştir ?,"Paris Antlaşması, neyi tarafsız hale getirmiştir?",Karadeniz'i,0.1520721822274009
1856 yılında imzalanan antlaşma ne zamana kadar ateşkes sağlamıştır ?,"1856 yılında imzalanan antlaşma, hangi yıla kadar ateşkes sağlamıştır?",1870 yılına kadar,0.1996939588188939
Paris Antlaşması kimin için bir dönüm noktasıdır ?,"Paris Antlaşması, hangi ülke için bir dönüm noktasıdır?",Osmanlı için,0.22089591134157885
Paris’te imzalanan antlaşmada kimler yer aldı ?,Paris’te imzalanan antlaşmada kimler yer aldı?,"Osmanlı İmparatorluğu, İngiltere, Fransa, Rusya, Avusturya, Prusya İmparatorluğu, Piyemonte Krallığı",0.6431870218238024
Paris Antlaşması hangi dillerde yayımlanmıştır ?,"Paris Antlaşması hangi dillerde yayımlanan antlaşma, Osmanlı’nın Rusya ile birlikte elde ettiği Kırım Savaşı zaferinin ardından imzalanmıştır?","İngilizce, Fransızca ve Osmanlı Türkçesinde",0.1431712315455507
Birinci Meşrutiyet Osmanlı İmparatorluğu'nda II. Abdülhamid tarafından ne zaman ilan edildi ?,"Birinci Meşrutiyet Osmanlı İmparatorluğu'nda hangi tarihte II. Abdülhamid tarafından ilan edilen, anayasal monarşi rejiminin ilk dönemidir?",23 Aralık 1876'da,0.22894156860669912
Bu dönemin anayasası nedir ?,Bu dönemin anayasası nedir?,Kanun-ı Esasi,0.4630777161991027
Bu dönemin yasama organı kimdir ?,Bu dönemin yasama organı nedir?,Meclis-i Umumi'dir,0.5475182535069453
"Ekonomik sıkıntıların yanı sıra, özellikle neyin etkisiyle yayılan özgürlükçü düşünceler ve milliyetçilik akımı, Osmanlı İmparatorluğu’nu da sarstı ?","Ekonomik sıkıntıların yanı sıra, özellikle hangi devrimin etkisiyle yayılan özgürlükçü düşünceler ve milliyetçilik akımı, Osmanlı İmparatorluğu’nu da sarstı?",1789 Fransız Devrimi'nin etkisiyle,0.7160350546947921
Rusya'yı da nerede tek güç haline getiriyordu ?,Rusya'yı da nerede tek güç haline getiriyordu?,Balkanlar'da,0.7013967267997694
Balkanlar'da ne zaman bağımsızlık talebiyle ayaklanmalar çıktı ?,Balkanlar'da hangi yüzyılda bağımsızlık talebiyle ayaklanmalar çıktı?,19. yüzyılda,0.22772101321113858
Nerede çıkar çatışmaları içindeki Avrupa devletleri ile Çarlık Rusya'sı da zaman zaman bu hareketleri desteklediler ?,nerede çıkar çatışmaları içindeki Avrupa devletleri ile Çarlık Rusya'sı da zaman zaman bu hareketleri desteklediler?,Balkanlar'da ve Orta Doğu’da,0.7958667887986415
Osmanlı sınırları içindeki Müslüman olmayan halkların durumlarının düzeltilmesi gerekçesiyle kimi reformlar yapmaya zorladılar ?,Osmanlı sınırları içindeki Müslüman olmayan halkların durumlarının düzeltilmesi gerekçesiyle neyi reformlar yapmaya zorladılar?,Osmanlı İmparatorluğu’nu,0.6496576136660688
Nelerin ilanları bu tür koşullarda gerçekleşti ?,kimin ilanları bu tür koşullarda gerçekleşti?,1839’daki Tanzimat Fermanı ile 1856’daki Islahat Fermanı’nın,0.43012508513132625
"Tersane Konferansı (23 Aralık 1876), Osmanlı Devleti'nin Balkanlardaki eyaletlerinin yönetim koşullarını düzenlemek üzere Avrupa ülkelerinin baskısı sonucu nerede toplanmış uluslararası bir konferanstır ?","Tersane Konferansı (23 Aralık 1876), Osmanlı Devleti'nin Balkanlardaki eyaletlerinin yönetim koşullarını düzenlemek üzere Avrupa ülkelerinin baskısı sonucu nerede toplanmış uluslararası bir konferanstır?",İstanbul'daki Haliç Tersaneleri'nde,0.9088072810577346
Ne zaman Panagürişte bölgesinde başlayan Bulgar İsyanları bütün Orta Dağ bölgesine yayıldı ?,Hangi yılda Panagürişte bölgesinde başlayan Bulgar İsyanları bütün Orta Dağ bölgesine yayıldı?,1876 yılının Nisan ayında,0.6535068282481995
Bu dönemde bölgeye kim yerleştirilmişti ?,Bu dönemde bölgeye kim yerleştirilmişti?,"Rusya tarafından Kafkasya'daki yurtlarından zorla atılmış birçok Kafkasyalı (Çerkez, Abaza, vs.) Müslüman",0.5475182535069453
Kimler Osmanlı Devleti aleyhinde tek taraflı yazılar yazarak Avrupa'da Bulgarların lehinde bir kamuoyu oluşmasına neden oldular ?,Kim Osmanlı Devleti aleyhinde tek taraflı yazılar yazarak Avrupa'da Bulgarların lehinde bir kamuoyu oluşmasına neden oldular?,"İngiltere eski başbakanı William Ewart Gladstone, bilim insanı Charles Darwin, yazar Oscar Wilde ve Victor Hugo, İtalyan siyasetçi Giuseppe Garibaldi gibi etkili kişiler",0.8089976633967793
Rumi takvime göre 1293 yılına denk geldiğinden Osmanlı tarihinde ne olarak bilinir ?,Rumi takvime göre 1293 yılına denk geldiğinden Osmanlı tarihinde ne olarak bilinir?,93 Harbi,0.8313539764691034
Nerelerde savaşılmıştır ?,1293 yılına denk geldiğinden Osmanlı tarihinde 93 Harbi olarak bilinir nerede savaşılmıştır?,"Hem Osmanlı Devleti'nin batı sınırındaki Tuna (Balkan) Cephesi'nde, hem de doğu sınırındaki Kafkas Cephesi'nde",0.0
Kim çok ağır bir yenilgi almıştır ?,çok ağır bir yenilgi aldığı devletin adı nedir?,Savaşa hazırlıksız yakalanan Osmanlı Devleti,0.345720784641941
Avrupa'nın büyük güçleri savaşı önlemek için İstanbul'da ne toplamışlar ?,Avrupa'nın büyük güçleri savaşı önlemek için İstanbul'da neyi toplamışlar?,Tersane Konferansı'nı,0.6496350258549114
Ne zaman İstanbul'un Yeşilköy semtinde Osmanlı Devleti açısından ağır koşullar içeren bu antlaşma imzalandı ?,"Rus orduları başkomutanı Nikolay, barış esaslarının mütarekeyle birlikte görüşülmesi şartıyla bu isteği kabul etti ve hangi tarihte İstanbul'un Yeşilköy semtinde Osmanlı Devleti açısından ağır koşullar içeren bu antlaşma imzalandı?",3 Mart 1878'de,0.34332704063408953
"93 Harbi'nin ardından Osmanlı ile Rusya arasında, 3 Mart 1878 tarihinde ne imzalanmıştı ?","93 Harbi'nin ardından Osmanlı ile Rusya arasında, 3 Mart 1878 tarihinde hangi antlaşma imzalanmıştı?",Ayastefanos Antlaşması,0.7577395672414201
"93 Harbi'nin ardından kimler arasında, 3 Mart 1878 tarihinde Ayastefanos Antlaşması imzalanmıştı ?",93 Harbi'nin ardından kimin arasında 3 Mart 1878 tarihinde Ayastefanos Antlaşması imzalanmıştı?,Osmanlı ile Rusya arasında,0.48861031957034523
93 Harbi'nin ardından Osmanlı ile Rusya arasında ne zaman Ayastefanos Antlaşması imzalanmıştı ?,"93 Harbi'nin ardından Osmanlı ile Rusya arasında, Ayastefanos Antlaşması ne zaman imzalanmıştı?",3 Mart 1878 tarihinde,0.4744325794453768
"Neyin ardından Osmanlı ile Rusya arasında, 3 Mart 1878 tarihinde Ayastefanos Antlaşması imzalanmıştı ?","hangi Harbi'nin ardından Osmanlı ile Rusya arasında, 3 Mart 1878 tarihinde Ayastefanos Antlaşması imzalanmıştı?",93 Harbi'nin ardından,0.7577395672414201
Kimi Balkanlar'da tek güç haline getiriyordu ?,Bu antlaşmanın şartları Osmanlı açısından son derece ağır olmaktaydı ve neyi da Balkanlar'da tek güç haline getiriyordu?,Rusya'yı,0.1431712315455507
"Aynı dönemde Sultan II. Abdülhamid, kimi Rusya'ya karşı kışkırtmaktaydı ?","Aynı dönemde Sultan II. Abdülhamid, neyi Rusya'ya karşı kışkırtmaktaydı?",İngiltere'yi,0.45936133207830593
 II. Abdülhamid de çareyi Avrupa devletlerini kime karşı kullanarak durumu hafifletmekte aramaktaydı ?,II. Abdülhamid de çareyi Avrupa devletlerini kime karşı kullanarak durumu hafifletmekte aramaktaydı?,Rusya'ya karşı,0.8313539764691034
Kim Rus Çarlığı’na Balkanlardaki Panslavizm politikasını uygulaması için de alt yapı hazırlamıştır ?,Kim Rus Çarlığı’na Balkanlardaki Panslavizm politikasını uygulaması için de alt yapı hazırlamıştır?,İngiltere,0.8313539764691034
"Kışkırtmanın sonucu olarak, İngiltere neye inanmıştı ?","Kışkırtmanın sonucu olarak, İngiltere neye inanmıştı?","Rusya'nın Orta Doğu'daki İngiliz menfaatlerini tehdit edeceğine, sıcak denizlere inip kendisiyle rekabete başlayacağına",0.6431870218238024
1897 Osmanlı-Yunan Savaşının diğer adı nedir ?,"1897 Osmanlı-Yunan Savaşı, (diğer adıyla hangi savaş) 1897 yılında Osmanlı İmparatorluğu ile Yunanistan Krallığı arasında meydana gelen savaştır?",Otuz Gün Savaşı,0.0429538241783181
"1897 Osmanlı-Yunan Savaşı, (diğer adıyla Otuz Gün Savaşı) Osmanlı İmparatorluğu ile Yunanistan Krallığı arasında ne zaman meydana gelmiştir ?",1897 Osmanlı-Yunan Savaşı hangi yılda Osmanlı İmparatorluğu ile Yunanistan Krallığı arasında meydana gelen savaştır?,1897 yılında,0.28354843170389554
Yaklaşık bir ay süren savaş kimin kesin zaferiyle sonuçlandı ?,"Yaklaşık bir ay süren savaş, kimin kesin zaferiyle sonuçlandı?",Osmanlı Ordusu'nun,0.3862752974508186
"897 Osmanlı-Yunan Savaşı, (diğer adıyla Otuz Gün Savaşı) 1897 yılında kimler arasında meydana gelen savaştır ?","1897 Osmanlı-Yunan Savaşı, (diğer adıyla Otuz Gün Savaşı) 1897 yılında kimin arasında meydana gelen savaştır?",Osmanlı İmparatorluğu ile Yunanistan Krallığı arasında,0.605782442748654
Osmanlı İmparatorluğu'na ait olan Teselya ve İyon Denizi kıyısındaki Arta limanı 1878 Berlin Antlaşması uyarınca ne zaman Yunanistan'a verilmişti ?,Osmanlı İmparatorluğu'na ait olan Teselya ve İyon Denizi kıyısındaki Arta limanı 1878 Berlin Antlaşması uyarınca hangi yılda Yunanistan'a verilmişti?,1881 yılında,0.7427399726667885
Bu genişlemeden sonra Yunanistan’ın yeni hedefi neresiydi ?,Bu genişlemeden sonra Yunanistan’ın yeni hedefi nedir?,Epir (Yanya vilayeti) ve Girit adasıydı,0.7013967267997694
Bu bölgelerdeki nüfusun yaklaşık üçte ikisini oluşturan kimler Yunanistan tarafından Osmanlı İmparatorluğu'na karşı devamlı kışkırtılıyordu ?,Bu bölgelerdeki nüfusun yaklaşık üçte ikisini oluşturan kimin Yunanistan tarafından Osmanlı İmparatorluğu'na karşı devamlı kışkırtılıyordu?,Osmanlı Rumları,0.6774546186626388
Bu bölgelerdeki nüfusun yaklaşık üçte ikisini oluşturan Osmanlı Rumları kim tarafından Osmanlı İmparatorluğu'na karşı devamlı kışkırtılıyordu ?,Kim bağımsız olunca Mora da Yunanistan'a katıldı ve Mehmet Ali Paşa bu sefer Suriye valiliğini istedi?,Yunanistan,0.0
Bu bölgelerdeki nüfusun yaklaşık üçte ikisini oluşturan Osmanlı Rumları Yunanistan tarafından kime karşı devamlı kışkırtılıyordu ?,"Şahkulu İsyanı, 1511 yılı Nisan ayında, Şah İsmail'i kurtarıcı olarak kabul eden Şahkulu önderliğindeki Kızılbaşlar tarafından II. Bayezid yönetimindeki kime karşı gerçekleştirilmiş bir isyandır?",Osmanlı İmparatorluğu'na karşı,0.03482270899863667
Kimin Osmanlı idaresindeki Rumları isyana kışkırtmaya devam etmesi üzerine Osmanlı İmparatorluğu da 17 Nisan 1897'de Yunanistan'a savaş ilan etti ?,kimin Osmanlı idaresindeki Rumları isyana kışkırtmaya devam etmesi üzerine Osmanlı İmparatorluğu da 17 Nisan 1897'de Yunanistan'a savaş ilan etti?,Yunanistan'ın,0.8398286630297439
Yunanistan'ın Osmanlı idaresindeki Rumları isyana kışkırtmaya devam etmesi üzerine Osmanlı İmparatorluğu da Yunanistan'a ne zaman savaş ilan etti ?,Yunanistan'ın Osmanlı idaresindeki Rumları isyana kışkırtmaya devam etmesi üzerine Osmanlı İmparatorluğu da Yunanistan'a ne zaman savaş ilan etti?,17 Nisan 1897'de,0.8883547143744179
Kimler özellikle engebeli bölgelerde Osmanlı Ordusunu uğraştırırken Balkanlar'daki diğer devletlerle anlaşıp Osmanlıları iyice zor durumda bırakmayı planlamaktaydılar ?,Kim özellikle engebeli bölgelerde Osmanlı Ordusunu uğraştırırken Balkanlar'daki diğer devletlerle anlaşıp Osmanlıları iyice zor durumda bırakmayı planlamaktaydılar?,Yunanlar,0.8205257019731467
Yunanlar özellikle engebeli bölgelerde Osmanlı Ordusunu uğraştırırken kimlerle anlaşıp Osmanlıları iyice zor durumda bırakmayı planlamaktaydılar ?,Yunanlar özellikle engebeli bölgelerde Osmanlı Ordusunu uğraştırırken kime anlaşıp Osmanlıları iyice zor durumda bırakmayı planlamaktaydılar?,Balkanlar'daki diğer devletlerle,0.6774546186626388
"Osmanlı kuvvetlerini teşkil eden Müşir Edhem Paşa komutasındaki yaklaşık kaç askere karşılık, Yunanistan Kralı I. Yorgi'nin veliahdı Konstantin’in kumanda ettiği Yunan ordusu ise 75.000 kişilik bir kuvvetten meydana geliyordu ?","Osmanlı kuvvetlerini teşkil eden Müşir Edhem Paşa komutasındaki yaklaşık neye karşılık, Yunanistan Kralı I. Yorgi'nin veliahdı Konstantin’in kumanda ettiği Yunan ordusu ise 75.000 kişilik bir kuvvetten meydana geliyordu?",120.000 askere,0.8049696272694438
"24. Osmanlı kuvvetlerini teşkil eden Müşir Edhem Paşa komutasındaki yaklaşık 120.000 askere karşılık, Yunanistan Kralı I. Yorgi'nin veliahdı Konstantin’in kumanda ettiği Yunan ordusu ise kaç kişilik bir kuvvetten meydana geliyordu ?","Osmanlı kuvvetlerini teşkil eden Müşir Edhem Paşa komutasındaki yaklaşık 120.000 askere karşılık, Yunanistan Kralı I. Yorgi'nin veliahdı Konstantin’in kumanda ettiği Yunan ordusu ise kaç kişilik bir kuvvetten meydana geliyordu?",75.000 kişilik,0.8993612242163426
"Osmanlı kuvvetlerini teşkil eden kimin komutasındaki yaklaşık 120.000 askere karşılık, Yunanistan Kralı I. Yorgi'nin veliahdı Konstantin’in kumanda ettiği Yunan ordusu ise 75.000 kişilik bir kuvvetten meydana geliyordu ?","Osmanlı kuvvetlerini teşkil eden kimin komutasındaki yaklaşık 120.000 askere karşılık, Yunanistan Kralı I. Yorgi'nin veliahdı Konstantin’in kumanda ettiği Yunan ordusu ise 75.000 kişilik bir kuvvetten meydana geliyordu?",Müşir Edhem Paşa komutasındaki,0.9257762543021433
Kimlerin bir araya gelmelerini istemeyen istihbarat teşkilatı buna engel olamadı ?,kimin bir araya gelmelerini istemeyen istihbarat teşkilatı buna engel olamadı?,Rusların ve İngilizlerin,0.68752775993657
"Reval görüşmeleri, 9 ve 10 Haziran 1908 tarihinde nerede yapılmıştır ?","Reval görüşmeleri, 9 ve 10 Haziran 1908 tarihinde nerede yapılmıştır?",Estonya’daki Tallinn şehrinde,0.7963580315032781
Rus Çarlığı neresi üzerinde bazı haklar talep ediyordu ?,Rus Çarlığı nerede bazı haklar talep ediyordu?,Hindistan üzerinde,0.2309996684972855
Kimler Kırım civarında bazı imtiyazlara sahip olmak istiyordu ?,Kimler Kırım civarında bazı imtiyazlara sahip olmak istiyordu?,İngilizler’de,0.7420884818558928
İngilizler’de nerede bazı imtiyazlara sahip olmak istiyordu ?,İngilizler’de nerede bazı imtiyazlara sahip olmak istiyordu?,Kırım civarında,0.7013967267997694
"İngiltere, Rus Çarlığı’na neyi uygulaması için de alt yapı hazırlamıştır ?","İngiltere, Rus Çarlığı’na neyi uygulaması için de alt yapı hazırlamıştır?",Balkanlardaki Panslavizm politikasını,0.7963580315032781
Bu yüzden Balkanlardaki birçok halk sonraki yıllarda ayaklanacak ve Osmanlı’ya isyan bayrağını çekecektir. İsyanlarda yine kimin Balkan Devletleri’ne desteği de devam edecektir ?,İsyanlarda yine kimin Balkan Devletleri’ne desteği de devam edecektir?,Rusya’nın,0.18222698078426547
"İkinci Meşrutiyet, Osmanlı Anayasası'nın, 29 yıl askıda kaldıktan sonra, ne zaman yeniden ilân edilmesiyle başladı ?","İkinci Meşrutiyet, Osmanlı Anayasası'nın, 29 yıl askıda kaldıktan sonra, hangi tarihte yeniden ilân edilmesiyle başlayan ve Mebuslar Meclisi'nin Sultan Vahdettin tarafından 11 Nisan 1920'de tasfiyesi ile sona eren dönemdir?",23 Temmuz 1908'de,0.31705334210878705
"Bu dönemde, parlamenter demokrasi, seçim, siyasi parti, askeri darbe ve diktatörlük olgularıyla tanışılmış, hangi iki büyük savaş yaşanmış ve imparatorluğun dağılmasına tanık olunmuştur ?","Bu dönemde, parlamenter demokrasi, seçim, siyasi parti, askeri darbe ve diktatörlük olgularıyla tanışılmış, iki büyük savaş hangi savaş yaşanmış ve imparatorluğun dağılmasına tanık olunmuştur?",Balkan Savaşları ve I. Dünya Savaşı,0.7641254083103469
Ne zaman derhal seçimlere gidildi ?,Kimden sonra derhal seçimlere gidildi?,İkinci Meşrutiyet'in ilânından sonra,0.1749165062636126
Seçimleri kimler kazandı ?,Seçimleri kimler kazandı?,ittihatçılar,0.32372956394183194
Seçimlerin ardından oluşan yeni Meclis-î Mebûsân ne zaman çalışmalarına başladı ?,Seçimlerin ardından oluşan yeni Meclis-î Mebûsân ne zaman çalışmalarına başladı?,17 Aralık 1908'de,0.7963580315032781
"Osmanlı İmparatorluğu’nun son dönemine damgasını vuran başlıca unsurlardan olan İkinci Meşrutiyet, aynı zamanda neye de büyük etkiler yapmıştır ?","Osmanlı İmparatorluğu’nun son dönemine damgasını vuran başlıca unsurlardan olan İkinci Meşrutiyet, aynı zamanda neye büyük etkiler yapmıştır?",Türkiye Cumhuriyeti'nin kuruluş yıllarına da,0.7540757404706281
"Bâb-ı Âli Baskını, Osmanlı İmparatorluğu'nda 23 Ocak 1913 günü kimin başını çektiği bir grup İttihat ve Terakki üyesi tarafından hükûmet binası Bâb-ı Âli'nin basılmasıyla yapılan askerî darbedir ?","Bâb-ı Âli Baskını, Osmanlı İmparatorluğu'nda 23 Ocak 1913 günü kimin başını çektiği bir grup İttihat ve Terakki üyesi tarafından hükûmet binası Bâb-ı Âli'nin basılmasıyla yapılan askerî darbe?",Enver Bey ve Talat Bey'in,0.9257762543021433
Bâb-ı Âli Baskını sırasında kim öldürülmüş ?,Bâb-ı Âli Baskını sırasında kim öldürülmüş?,Harbiye Nazırı Nâzım Paşa,0.6431870218238024
Bâb-ı Âli Baskını sırasında kime zorla istifası imzalattırılmıştır ?,"Bu baskın sırasında Harbiye Nazırı Nâzım Paşa öldürülmüş, kime zorla istifası imzalattırılmıştır?",Sadrazam Kâmil Paşa'ya,0.13545994273378142
Darbe sonrasında iktidar kimin eline geçmiştir ?,Darbe sonrasında iktidar kimin eline geçmiştir?,İttihat ve Terakki'nin,0.6431870218238024
İttihat ve Terakki muhalifi Hürriyet ve İtilaf Fırkası ne zaman kurulmuş ?,İttihat ve Terakki muhalifi Hürriyet ve İtilaf Fırkası ne zaman kurulmuş?,1911 yılının son aylarında,0.8155395405382073
1911 yılının son aylarında ne kurulmuş ?,1911 yılının son aylarında hangi muhalifi kurulmuş?,İttihat ve Terakki muhalifi Hürriyet ve İtilaf Fırkası,0.41113361690051975
Kim bunun üzerine bir sonraki seçimleri hileyle daha erken bir tarihe aldırmış ve yine hileli bir şekilde seçimleri kazanmıştır ?,Kim bunun üzerine bir sonraki seçimleri hileyle daha erken bir tarihe aldırmış ve yine hileli bir şekilde seçimleri kazanmıştır?,İttihat ve Terakki,0.8942867789154979
Kim dağa çıkmış ?,Kim dağa çıkmış ve eylemleriyle Mehmed Said Paşa Hükûmeti'nin düşmesine sebep olmuştur?,Hürriyet ve İtilaf Fırkası yanlısı Halâskâr Zâbitân,0.12605968092174913
Hürriyet ve İtilaf Fırkası yanlısı Halâskâr Zâbitân dağa çıkmış ve eylemleriyle neyin düşmesine sebep olmuştur ?,Hürriyet ve İtilaf Fırkası yanlısı Halâskâr Zâbitân dağa çıkmış ve eylemleriyle kimin düşmesine sebep olmuştur?,Mehmed Said Paşa Hükûmeti'nin,0.7004517017457531
Ardından kimin sadrazamlığında yeni bir hükûmet kurulmuş fakat dört ay sonra Halâskâr Zâbitân'ın baskıları sonucu Ahmed Muhtar Paşa istifa etmiş ve bu hükûmet de dağılmıştır ?,Kimin sadrazamlığında yeni bir hükûmet kurulmuş fakat dört ay sonra Halâskâr Zâbitân'ın baskıları sonucu Ahmed Muhtar Paşa istifa etmiş ve bu hükûmet de dağılmıştır?,Ahmed Muhtar Paşa'nın,0.8380499854903127
Neye göre 31 Mart 1325'te (13 Nisan 1909) başladığı için bu adla anılmıştır ?,Kime göre 31 Mart 1325'te (13 Nisan 1909) başladığı için bu adla anılmıştır?,Rumî Takvim'e göre,0.7632111503316513
"İsyanın ilk günü hükûmet istifa etmiş, isyancı askerler kaç gün süre ile İstanbul'a hakim olmuştur ?","İsyanın ilk günü hükûmet istifa etmiş, isyancı askerler kaç gün süre ile İstanbul'a hakim olmuştur?",yedi gün süre ile,0.8657099140685622
"Bir milletvekili, bir Nazır ve tespit edilemeyen sayıda asker ve sivilin hayatını kaybettiği isyan neyin İstanbul'a gelmesi ile bastırıldı ?","Bir milletvekili, bir Nazır ve tespit edilemeyen sayıda asker ve sivilin hayatını kaybettiği isyan, kimin İstanbul'a gelmesi ile bastırıldı?","Selanik'te bulunan Üçüncü ve Edirne'de bulunan İkinci Ordulara mensup askerlerin oluşturdukları, Rumeli halkının gönüllü katıldığı “Hareket Ordusu”’'nun",0.6955862031711643
Üç gün süren çarpışmaların ardından sıkıyönetim ilan edildi; padişah II. Abdülhamit tahttan indirilip yerine kim tahta çıktı ?,Üç gün süren çarpışmaların ardından sıkıyönetim ilan edildi; padişah II. Abdülhamit tahttan indirilip yerine kim tahta çıktı?,V. Mehmed Reşad,0.8817122476287481
İsyana katılanlar ve destekleyenler yargılanarak kaç kişi çeşitli hapis cezalarına çarptırıldı ?,"İsyana katılanlar ve destekleyenler yargılanarak 70 kişi idam edildi, kaç kişi çeşitli hapis cezalarına çarptırıldı?",420 kişi,0.4920274515385508
"Trablusgarp Savaşı veya diğer adıyla 1911-1912 Türk-İtalyan Savaşı, ne zaman Osmanlı İmparatorluğu ve İtalya Krallığı arasında geçen bir savaştır ?","Trablusgarp Savaşı veya diğer adıyla 1911-1912 Türk-İtalyan Savaşı, hangi yıllar arasında Osmanlı İmparatorluğu ve İtalya Krallığı arasında geçen bir savaştır?",1911-1912 yılları arasında,0.693395566222006
"Adı, 'Trablusgarp Savaşı' olmasına rağmen çarpışmalar Trablusgarp dışında nerelerde sürmüştür ?","Adı, 'Trablusgarp Savaşı' olmasına rağmen çarpışmalar Trablusgarp dışında nerede sürmüştür?","Adriyatik Denizi, Ege Adaları, Çanakkale Boğazı ve Kızıldeniz gibi farklı bölgelerde de",0.68752775993657
Kim savaş sonrasında imzalanan Uşi Antlaşması'yla birlikte On İki Ada'yı Osmanlı İmparatorluğu'na geri verme sözünü vermiş ?,Kim savaş sonrasında imzalanan Uşi Antlaşması'yla birlikte On İki Ada'yı Osmanlı İmparatorluğu'na geri verme sözünü vermiş?,İtalya,0.8742223609582066
"İtalya, nereleri ele geçirmiştir ?","Diğer büyük devletlerin ve I. Balkan Savaşı'nın patlak vermesi sayesinde savaşı kazanan İtalya, neyi ele geçirmiştir?","Osmanlı Devleti'nin Trablusgarp Vilayeti'ne bağlı Trablusgarp, Fizan ve Sirenayka bölgelerini",0.029083177105737577
Bu bölgeler hep beraber birleşip gelecekteki neyi oluşturacaklardır ?,Bu bölgeler hep beraber birleşip gelecekteki neyi oluşturacaklardır?,Libya devletini,0.7420884818558928
Savaş sürerken nereleri İtalyan kuvvetlerinin işgaline uğramış ?,Savaş sürerken kimin İtalyan kuvvetlerinin işgaline uğramış?,Rodos ve On İki Ada,0.2664731314108428
"İtalya, savaş sonrasında imzalanan Uşi Antlaşması'yla birlikte On İki Ada'yı Osmanlı İmparatorluğu'na geri verme sözünü vermiş, ancak neyden sonra Yunanistana hibe etmistir ?","İtalya, savaş sonrasında imzalanan Uşi Antlaşması'yla birlikte On İki Ada'yı Osmanlı İmparatorluğu'na geri verme sözünü vermiş, ancak ne zaman Yunanistana hibe etmistir?",2. cihan harbinden sonra,0.7533701401885776
"Bununla birlikte, antlaşmanın belirsizliği adaları geçici olarak kimin yönetimine bırakmış ? ","Bununla birlikte, antlaşmanın belirsizliği adaları geçici olarak kime bırakmış?",İtalyan yönetimine,0.5813189627146943
"Türkiye, ne zaman imzalanan Lozan Antlaşması'nın 15'inci maddesinde bu adalar üzerindeki bütün taleplerinden vazgeçmiştir ?","Türkiye, hangi yılda imzalanan Lozan Antlaşması'nın 15'inci maddesinde bu adalar üzerindeki bütün taleplerinden vazgeçmiştir?",1923'te,0.6453174978135058
